Speaker Name,Speaker Title,Speaker Company,Company Category,Email Subject,Email Body
Helen Gilmartin,Associate Director,World Geospatial Industry Council,Owner,Join Us at Booth #42 for a Live Demo,"Hi Helen,

As the Associate Director at World Geospatial Industry Council, we believe you would appreciate seeing how DroneDeploy enhances drone mapping and reality capture in construction. We’d love to invite you to booth #42 for a live demo and a small gift. Looking forward to connecting!

Best,
[Your Name]"
Caner Dolas,Co-Founder & CEO,GAMMA Technologies,Other,Invitation to Visit Our Booth at the Upcoming Event,"Hi Caner, 

As the Co-Founder & CEO of GAMMA Technologies, we believe you’d appreciate seeing our latest advancements in drone mapping and reality capture for construction. We’d love for you to stop by Booth #42 for a live demo and pick up a small gift. 

Looking forward to connecting, 

Best, 
[Your Name] 
DroneDeploy"
Carl Storms,Technical Success Manager,Newforma,Other,Invitation to Experience DroneDeploy at Booth #42,"Hi Carl,

As a Technical Success Manager at Newforma, I thought you might be interested in seeing how DroneDeploy enhances project efficiency through drone mapping and reality capture. I’d like to invite you to visit us at booth #42 for a live demo and a small gift. Looking forward to connecting with you.

Best,  
[Your Name]"
Mike Karl,"VP, Global Digital Leader, Water",AECOM,Builder,Join Us at Booth #42 for a Live Demo,"Hi Mike,

As the VP of Global Digital at AECOM, we know you appreciate innovative technology. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy’s capabilities in drone mapping and reality capture for construction. We also have a small gift for you.

Looking forward to your visit!

Best,
[Your Name]"
Mike Hartley,Head of BIM & Information Management (Buildings UK),Ramboll,Builder,Join Us for a Live Demo at Booth #42,"Hi Mike,

As the Head of BIM & Information Management at Ramboll, we believe you would find our live demo at Booth #42 particularly valuable. We’ll showcase how DroneDeploy enhances construction workflows with drone mapping and reality capture. Plus, we have a small gift for you as a token of our appreciation.

Looking forward to seeing you there."
Henry Fenby-Taylor,CEO,Athenophilia,Other,Invitation to Experience DroneDeploy at Booth #42,"Hi Henry,

As a leader in innovative solutions at Athenophilia, we believe you would appreciate seeing our latest drone mapping technology in action. We invite you to visit us at booth #42 for a live demo and to pick up a small gift. It would be great to connect and share insights on the future of construction.

Best,
[Your Name]  
DroneDeploy Team"
Mike Young,Laing O'Rourke,,Other,Join Us at Booth #42 for a Live Demo,"Hi Mike,

I hope this message finds you well. We’d love for you to visit our booth #42 at the upcoming event for a live demo of DroneDeploy's capabilities in drone mapping and reality capture specifically for construction. We also have a small gift for you as a token of appreciation.

Looking forward to seeing you there.

Best,
[Your Name]"
Holger Kessler,"Geoscientist, Senior Stakeholder Manager",AtkinsRéalis,Other,Join Us at Booth #42 for a Live Demo,"Hi Holger, 

As a Senior Stakeholder Manager at AtkinsRéalis, we believe our drone mapping solutions could greatly enhance your geoscience projects. We’d love for you to visit us at Booth #42 for a live demo and a small gift. Looking forward to seeing you there.

Best regards,
[Your Name]
DroneDeploy"
Carl Edwards,Project Executive and BIM Lead,PCM EA Eastern Hub,Other,Join Us at Booth #42 for a Live Demo,"Hi Carl,

As a Project Executive and BIM Lead, your insights on construction innovation are invaluable. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy’s capabilities in drone mapping and reality capture, along with a small gift as a token of our appreciation.

Looking forward to seeing you there."
Carmine Andrea Rago,Associate Director – BIM Manager and Computational Lead,AECOM,Builder,Join Us for a Live Demo at Booth #42,"Hi Carmine,

I hope this message finds you well. At DroneDeploy, we’re excited to showcase our latest advancements in drone mapping and reality capture tailored for construction professionals like yourself. We’d love for you to visit us at booth #42 for a live demo, and we have a small gift for you as well.

Looking forward to connecting,
[Your Name]"
Holly Brattberg,Chief Strategy Officer,Global eTraining,Other,Join Us at Booth #42 for an Exclusive Demo,"Hi Holly, 

I hope this message finds you well. As the Chief Strategy Officer at Global eTraining, you understand the importance of innovative technology in enhancing training solutions. We’d love for you to visit us at Booth #42 for a live demo of DroneDeploy's capabilities and to pick up a small gift as a token of our appreciation. 

Looking forward to connecting, 
[Your Name]"
Catherine Everett,Wellbeing Lead,Fit for Work,Other,Join Us at Booth #42 for a Live Demo,"Hi Catherine, 

As the Wellbeing Lead at Fit for Work, you understand the importance of innovative tools in enhancing workplace safety and efficiency. We’d love to invite you to our Booth #42 for a live demo of DroneDeploy’s capabilities in construction mapping. Plus, we have a small gift for you as a token of appreciation. 

Looking forward to seeing you there."
Mo Shana’a,CEO & Co-Founder,Morta,Other,Invitation to Experience DroneDeploy at Booth #42,"Hi Mo,

As the CEO of Morta, I believe you’d find our drone mapping solutions valuable for enhancing construction projects. I’d like to invite you to visit our booth #42 for a live demo and a small gift. Looking forward to the opportunity to connect.

Best, 
[Your Name] 
DroneDeploy"
Catherine Thompson,"Director, Human Capital",Deloitte,Other,Invitation to Visit DroneDeploy at Booth #42,"Hi Catherine, 

As the Director of Human Capital at Deloitte, your insights on technology in the workplace are invaluable. We would love to invite you to visit our booth #42 for a live demo of DroneDeploy’s innovative mapping solutions, along with a small gift as a token of appreciation for your time. 

Looking forward to seeing you there."
Musonda Veronica Malama,Microsoft D365 Programme Manager,MVM Consulting,Other,Invitation to Visit Our Booth at the Upcoming Event,"Hi Musonda, 

As a Programme Manager at MVM Consulting, I thought you might be interested in seeing how DroneDeploy can enhance your projects with innovative drone mapping solutions. We’d love for you to visit us at booth #42 for a live demo and a small gift. 

Looking forward to connecting, 
[Your Name]"
Huda As’ad,UKI Infrastructure & Capital Projects Lead,Accenture,Other,Join Us at Booth #42 for a Live Demo,"Hi Huda,

As the UKI Infrastructure & Capital Projects Lead at Accenture, your insights into innovative solutions are invaluable. We’d love for you to visit our booth #42 at the upcoming event for a live demo of DroneDeploy’s capabilities, along with a small gift. Looking forward to connecting with you!

Best,
[Your Name]"
Mohannad Altabbal,Senior Customer Success Manager,Graphisoft,Other,Join Us at Booth #42 for a Live Demo,"Hi Mohannad,

I hope this message finds you well. We’d love to invite you to visit our booth #42 at the upcoming event for a live demo of DroneDeploy’s capabilities in drone mapping and reality capture. We’ll have a small gift for you as a thank you for stopping by.

Looking forward to seeing you there."
Hristo Dobrev,Architect & Computational Designer,Bryden Wood,Other,Experience DroneDeploy at Booth #42,"Hi Hristo, 

As an Architect & Computational Designer at Bryden Wood, you understand the importance of precision in construction. We’d like to invite you to visit our booth #42 for a live demo of DroneDeploy's latest mapping solutions. We also have a small gift for you. 

Looking forward to seeing you there."
Nastasia Bassil,Senior Sustainability Consultant,BDP,Other,Join Us for a Live Demo at Booth #42,"Hi Nastasia,

As a Senior Sustainability Consultant at BDP, your insights into sustainable practices are invaluable. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy’s capabilities in drone mapping and reality capture. We’ll also have a small gift for you to take home.

Looking forward to seeing you there."
Naoki Kitamura,Founder & CEO,Tektome,Other,Join Us at Booth #42 for a Live Demo,"Hi Naoki, 

As the Founder & CEO of Tektome, your insights into innovative construction solutions are invaluable. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy’s capabilities in drone mapping and reality capture. We also have a small gift for you to take home. 

Looking forward to seeing you there!"
Chad Bedard,Digital Construction Manager,Sir Robert McAlpine,Builder,Join Us for a Live Demo at Booth #42,"Hi Chad,

As the Digital Construction Manager at Sir Robert McAlpine, we believe you would find our drone mapping and reality capture solutions particularly relevant. We’d love to invite you to visit us at Booth #42 for a live demo and a small gift. Looking forward to connecting with you there.

Best,
[Your Name]  
DroneDeploy Team"
Ilaria Fazzini,BIM Coordinator,StudioNWA,Other,Experience DroneDeploy at Booth #42,"Hi Ilaria, 

As a BIM Coordinator at StudioNWA, you know the importance of precise mapping in construction. We’d love for you to visit our booth #42 for a live demo of DroneDeploy’s capabilities. We also have a small gift for you to take home. 

Looking forward to seeing you there!"
Charles Sheridan,Chief Data & AI Officer,Nemeschek Group,Other,Join Us at Booth #42 for a Live Demo,"Hi Charles, 

As the Chief Data & AI Officer at Nemeschek Group, your insights into construction tech are invaluable. We’d love to invite you to Booth #42 for a live demo of DroneDeploy’s solutions and a small gift. It would be great to connect and share ideas.

Best, 
[Your Name]"
Charlie Dowling,Assistant Digital Construction Coordinator,Kier Construction,Builder,Explore DroneDeploy at Booth #42,"Hi Charlie,

As the Assistant Digital Construction Coordinator at Kier Construction, I believe you would find our live demo at Booth #42 particularly insightful. We’d love to show you how DroneDeploy can enhance your projects. Plus, we have a small gift for you!

Looking forward to seeing you there,
[Your Name]  
DroneDeploy Team"
Hugo Corrie,Senior Consultant,Turner & Townsend,Other,Invitation to Experience DroneDeploy at Booth #42,"Hi Hugo, 

As a Senior Consultant at Turner & Townsend, your insights into project management are invaluable. We invite you to visit our booth #42 for a live demo of DroneDeploy’s mapping and reality capture solutions tailored for construction. We'd love to share a small gift with you as well. 

Looking forward to connecting, 
[Your Name] 
[Your Title] 
DroneDeploy"
Naomi Gilford,Senior Information Manager,AtkinsRéalis,Other,Join Us at Booth #42 for a Live Demo,"Hi Naomi, 

I hope this message finds you well. As the Senior Information Manager at AtkinsRéalis, your insights into data utilization are invaluable. We’d love for you to visit us at Booth #42 for a live demo of our drone mapping solutions and to pick up a small gift. 

Looking forward to seeing you there."
Ioana Stoica,Senior Information Manager,AtkinsRéalis,Other,Join Us for a Live Demo at Booth #42,"Hi Ioana,

I hope this message finds you well. As a Senior Information Manager at AtkinsRéalis, you understand the importance of accurate data in construction. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy’s capabilities, along with a small gift for stopping by.

Looking forward to seeing you there."
Natalie Green,FM Innovations Director,Sodexo,Other,Join Us at Booth #42 for an Exclusive Demo,"Hi Natalie, 

I hope this message finds you well. As the FM Innovations Director at Sodexo, I believe you’ll find our drone mapping solutions quite relevant. We’d love for you to visit us at Booth #42 for a live demo and a small gift. 

Looking forward to seeing you there."
Chris Carlon,UK Data Services Lead,The Data City,Other,Join Us at Booth #42 for a Live Demo,"Hi Chris, 

I hope this message finds you well. As the UK Data Services Lead at The Data City, I believe you would find our drone mapping solutions valuable. We’d love to invite you to visit us at booth #42 for a live demo and a small gift. 

Looking forward to seeing you there."
Chris Jones,Architect Associate,BDP,Other,Join Us at Booth #42 for a Live Demo,"Hi Chris,

I hope this message finds you well. As an Architect Associate at BDP, your insights into construction innovation would be invaluable. We’d love for you to visit Booth #42 for a live demo of our drone mapping solutions, plus a small gift as a token of our appreciation.

Looking forward to seeing you there."
Isabelle Barron,Digital construction consultant,WSP,Builder,Join Us for a Live Demo at Booth #42,"Hi Isabelle,

As a digital construction consultant at WSP, I believe you'll find our drone mapping solutions intriguing. I’d like to invite you to visit our booth #42 for a live demo and a small gift. It would be great to show you how our technology can enhance your projects.

Looking forward to seeing you there!

Best,
[Your Name]  
DroneDeploy"
Chris Dill,Vice President & CIO,Kiewit,Other,Join Us at Booth #42 for a Live Demo and a Gift,"Hi Chris,

As the VP and CIO at Kiewit, your insights into tech in construction are invaluable. We’d love for you to visit our booth #42 for a live demo of DroneDeploy’s latest features tailored for your industry, along with a small gift as a token of appreciation.

Looking forward to connecting,

[Your Name]
[Your Position]
DroneDeploy"
Isabelle Chatel de Brancion,Innovation Ecosystem Lead,Ordnance Survey,Other,Join Us for a Live Demo at Booth #42,"Hi Isabelle,  
As the Innovation Ecosystem Lead at Ordnance Survey, your insights into mapping technologies are invaluable. We would love to invite you to our booth #42 for a live demo of DroneDeploy's latest features and a small gift. Looking forward to connecting and sharing ideas on innovation in the field.  
Best,  
[Your Name]  
DroneDeploy Team"
Nathan Doughty,CEO & Co-Founder,Asite,Other,Invitation to Booth #42 for a Live Demo,"Hi Nathan, 

I hope this message finds you well. I’d like to invite you to visit us at Booth #42 during the upcoming event for a live demo of DroneDeploy’s latest features in drone mapping and reality capture. We also have a small gift to share with you. Looking forward to seeing you there.

Best regards,
[Your Name] 
[Your Position] 
DroneDeploy"
Jack Stewart,Co-Founder,Remap,Other,Join Us for a Live Demo at Booth #42,"Hi Jack, 

As the Co-Founder of Remap, we believe you'd be interested in seeing how DroneDeploy can enhance your mapping capabilities. We invite you to visit us at booth #42 for a live demo, and we’ll have a small gift for you as well. 

Looking forward to connecting, 

Best, 
[Your Name]"
Chris Lees,CEO,Data Clan,Other,Join Us for a Live Demo at Booth #42,"Hi Chris,

I hope this message finds you well. As the CEO of Data Clan, you understand the importance of innovative technology in construction. We’d love for you to visit our booth #42 at the upcoming event for a live demo of DroneDeploy’s solutions, plus a small gift as a token of our appreciation.

Looking forward to seeing you there."
Jack Strongitharm,Senior Solutions Architect,Unity Technologies,Other,Join Us for a Live Demo at Booth #42,"Hi Jack,

As a Senior Solutions Architect at Unity Technologies, we believe you'll appreciate our innovative drone mapping solutions. We’d love for you to visit us at Booth #42 for a live demo and a small gift. Looking forward to connecting!

Best,
[Your Name]  
DroneDeploy Team"
Chris Oldham,Senior Policy & Programme Manager,City of London Corporation,Other,Join Us at Booth #42 for a Live Demo,"Hi Chris,

I hope this message finds you well. As the Senior Policy & Programme Manager at City of London Corporation, I believe you would find our drone mapping technology particularly relevant. We'd love for you to visit us at Booth #42 for a live demo and to pick up a small gift. 

Looking forward to seeing you there."
Nathan Reid,Project Manager,Urban&Civic,Other,Join Us at Booth #42 for a Live Demo,"Hi Nathan,

As a Project Manager at Urban&Civic, I think you'll find our drone mapping solutions quite valuable. We’d love for you to visit us at booth #42 for a live demo tailored to your needs, and we have a small gift waiting for you.

Looking forward to seeing you there."
Chris Shafer,Director of Operations,Guardian for Revit,Other,Join Us for a Live Demo at Booth #42,"Hi Chris,

As the Director of Operations at Guardian for Revit, I believe you'll find our drone mapping solutions particularly relevant. We’d love for you to visit us at Booth #42 for a live demo and a small gift. It would be great to connect and show you how our technology can enhance your projects.

Best, 
[Your Name]"
Neil Brammall,Technical Advisor,"GDS, Geospatial",Other,Discover Innovative Drone Solutions at Booth #42,"Hi Neil, 

As a Technical Advisor at GDS, you understand the value of cutting-edge technology in geospatial applications. We’d love to invite you to our booth #42 for a live demo of DroneDeploy’s mapping solutions, tailored for the construction industry. Plus, we have a small gift for you to take home. 

Looking forward to seeing you there!"
Jade Booth,Digital Construction Manager,Sir Robert McAlpine,Builder,Invitation to Visit Us at Booth #42,"Hi Jade,

As the Digital Construction Manager at Sir Robert McAlpine, I believe you would find our live demo at Booth #42 particularly insightful. We’d love to show you how DroneDeploy can enhance your mapping and reality capture processes. Please stop by for a quick demo and a small gift.

Looking forward to seeing you there!"
Jade Cohen,Co-Founder & CPO,Qflow,Other,Join Us at Booth #42 for a Live Demo,"Hi Jade,

I hope this message finds you well. As the Co-Founder and CPO of Qflow, your insights into construction technology are invaluable. We would love for you to visit our booth #42 for a live demo of DroneDeploy’s latest features and enjoy a small gift as a token of our appreciation. 

Looking forward to seeing you there."
Christian Dalhuizen,Senior Customer Success Manager,BIMcollab,Other,Join Us for a Live Demo at Booth #42,"Hi Christian, 

As a Senior Customer Success Manager at BIMcollab, your insights into customer needs are invaluable. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy's latest features tailored for construction projects. Plus, we have a small gift for you. 

Looking forward to seeing you there."
Christos Stamatis,Associate Director,AtkinsRéalis,Other,Discover DroneDeploy at Booth #42,"Hi Christos, 

As the Associate Director at AtkinsRéalis, we believe you would appreciate seeing how DroneDeploy enhances construction processes. We invite you to visit our booth #42 for a live demo and a small gift. Looking forward to connecting!

Best, 
[Your Name]"
Neil Yeomans,Head of Property Safety & Technology,Orbit Group,Other,Join Us at Booth #42 for a Live Demo,"Hi Neil,

As the Head of Property Safety & Technology at Orbit Group, we believe you'd find our drone mapping solutions incredibly valuable. We invite you to visit our booth #42 for a live demo and to pick up a small gift. It would be great to connect and show you how our technology can enhance property safety.

Best, 
[Your Name] 
DroneDeploy"
James Bishop,Digital Technology Manager – National,SES,Other,Join Us at Booth #42 for a Live Demo,"Hi James, 

As the Digital Technology Manager at SES, we thought you might be interested in seeing how DroneDeploy can enhance your projects. We invite you to visit us at booth #42 for a live demo and a small gift. 

Looking forward to connecting, 

[Your Name]  
[Your Position]  
DroneDeploy"
Claire Callan,Smart Places Technical Director,WSP,Other,Join Us for a Live Demo at Booth #42,"Hi Claire,

As the Smart Places Technical Director at WSP, we believe you would appreciate our innovative drone mapping solutions. We invite you to visit our booth #42 for a live demo and a small gift. Looking forward to connecting with you.

Best regards,

[Your Name]  
DroneDeploy"
James Brown,Head of Digital Manufacturing,Prodtex,Other,Experience DroneDeploy at Booth #42,"Hi James,

As the Head of Digital Manufacturing at Prodtex, I believe you would find our drone mapping and reality capture solutions valuable. I’d like to invite you to visit us at Booth #42 for a live demo and a small gift. I look forward to the opportunity to connect and share insights.

Best regards,

[Your Name]  
[Your Position]  
DroneDeploy"
Nick Elms,IT Director,VolkerWessels,Other,Join Us at Booth #42 for a Live Demo,"Hi Nick,

As the IT Director at VolkerWessels, we believe you’d find great value in our innovative drone mapping solutions. We invite you to visit our booth #42 for a live demo and a small gift tailored for you. Looking forward to seeing you there.

Best regards,
[Your Name]  
DroneDeploy"
Nick Leach,Director of Digital Construction,Sir Robert McAlpine,Builder,Invitation to Experience DroneDeploy at Booth #42,"Hi Nick, 

As the Director of Digital Construction at Sir Robert McAlpine, I thought you might be interested in seeing how DroneDeploy can enhance your projects through drone mapping and reality capture. I’d like to invite you to visit us at Booth #42 for a live demo and a small gift. 

Looking forward to connecting, 
[Your Name]"
James Ellis,Head of Sales,VisiLean Oy,Other,Join Us for a Live Demo at Booth #42,"Hi James, 

As the Head of Sales at VisiLean, I believe you’d find our drone mapping solutions valuable for your projects. We’d love to invite you to visit our booth #42 for a live demo and a small gift. Looking forward to connecting with you there.

Best, 
[Your Name] 
DroneDeploy"
Claire Campbell,Health & Safety Associate,Ridge and Partners,Other,Join Us at Booth #42 for a Live Demo,"Hi Claire,

I hope this message finds you well. As a Health & Safety Associate at Ridge and Partners, you understand the importance of safety in construction. We’d love for you to visit our booth #42 for a live demo of our drone mapping solutions, and we have a small gift for you as a token of appreciation.

Looking forward to seeing you there."
Nick Tyrer,Associate Director,BDP Pattern,Other,Join Us for a Live Demo at Booth #42,"Hi Nick, 

As the Associate Director at BDP Pattern, your insights into construction innovation are invaluable. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy’s mapping solutions, along with a small gift as a token of our appreciation. Looking forward to seeing you there.

Best, 
[Your Name]"
James Franklin,Digital Twin Project Director,Kier Construction,Builder,Discover DroneDeploy at Booth #42,"Hi James,

As the Digital Twin Project Director at Kier Construction, you understand the importance of accurate mapping and data capture. We’d love to invite you to visit our booth #42 for a live demo of our latest drone solutions tailored for construction. Plus, we have a small gift for you.

Looking forward to seeing you there!"
Clara Moreno,Principal Digital Consultant,Mott MacDonald,Other,"Join Us at Booth #42 for a Live Demo, Clara","Hi Clara,

As a Principal Digital Consultant at Mott MacDonald, you understand the value of innovative solutions in construction. We’d love for you to visit us at Booth #42 for a live demo of DroneDeploy’s mapping capabilities, and we have a small gift for you as well. Looking forward to seeing you there!

Best,
[Your Name]"
Clare Taylor,Head of Digital Delivery,MWH Treatment,Other,Join Us at Booth #42 for a Live Demo,"Hi Clare,

I hope this message finds you well. As the Head of Digital Delivery at MWH Treatment, we believe you’d find our live demo at Booth #42 particularly valuable for enhancing your projects. We’d love to share a small gift with you during your visit.

Looking forward to seeing you there!"
Nigel Stroud,Principal Digital Asset Data Lead,Heathrow,Owner,Join Us at Booth #42 for a Live Demo at Heathrow,"Hi Nigel,

As the Principal Digital Asset Data Lead at Heathrow, you understand the impact of innovative technology in construction. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy's mapping solutions and a small gift. It would be great to see how our tools can support your projects.

Best regards,
[Your Name]  
[Your Position]  
DroneDeploy"
Nigel Davies,Director,Evolve Consultancy,Other,Invitation to Experience DroneDeploy at Booth #42,"Hi Nigel,

I hope this message finds you well. As the Director at Evolve Consultancy, your insights into the construction industry are invaluable. I’d like to invite you to visit our booth #42 for a live demo of DroneDeploy's capabilities and to receive a small gift as a token of our appreciation.

Looking forward to seeing you there.

Best,
[Your Name]"
James Garner,Head of AI and Data,Gleeds,Other,Invitation to Experience DroneDeploy at Booth #42,"Hi James,

As the Head of AI and Data at Gleeds, I believe you would find our drone mapping and reality capture solutions intriguing. I’d like to invite you to visit our booth #42 for a live demo and a small gift. It would be a great opportunity to explore how our technology can enhance data-driven decisions in construction.

Looking forward to seeing you there."
Cliff Smith,Executive Director,Get It Right Initiative (GIRI),Other,Join Us for a Live Demo at Booth #42,"Hi Cliff,

As the Executive Director of GIRI, your insights into construction accuracy are invaluable. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy’s capabilities in drone mapping and reality capture. We also have a small gift for you as a token of appreciation.

Looking forward to seeing you there,
[Your Name]"
James Kavanagh,Head of Land & Resources,The Royal Institution of Chartered Surveyors (RICS),Other,Invitation to Visit DroneDeploy at Booth #42,"Hi James,

As the Head of Land & Resources at RICS, you understand the importance of accurate mapping in the surveying industry. We’d love for you to visit us at Booth #42 for a live demo of our drone mapping solutions, tailored for professionals like you. Plus, we have a small gift for you as a token of our appreciation.

Looking forward to connecting,
[Your Name]"
James Lawrence,Customer Success Lead EMEA,Motif,Other,Join Us for a Live Demo at Booth #42,"Hi James,

I hope this message finds you well. As the Customer Success Lead at Motif, I believe you would appreciate seeing how DroneDeploy enhances construction efficiency. We invite you to visit our booth #42 for a live demo and a small gift. 

Looking forward to connecting,

[Your Name]  
DroneDeploy Team"
Colin Bell,Digital Construction Director,Kier Construction,Builder,Join Us for a Live Demo at Booth #42,"Hi Colin,

As the Digital Construction Director at Kier Construction, you understand the impact of innovative technology on project efficiency. We’d love for you to visit our booth #42 at the upcoming event for a live demo of DroneDeploy’s capabilities in drone mapping and reality capture. We’ll also have a small gift for you. 

Looking forward to seeing you there."
Nimrod Friedmann,Bentley,,Other,Discover DroneDeploy at Booth #42,"Hi Nimrod, 

I hope this message finds you well. We would love to invite you to visit us at Booth #42 for a live demo of our drone mapping solutions tailored for construction. We’ll also have a small gift for you as a token of appreciation for your time. 

Looking forward to seeing you there, 

[Your Name] 
[Your Position] 
DroneDeploy"
Nohman Awan,Digital Construction Lead,Balfour Beatty,Builder,Join Us for a Live Demo at Booth #42,"Hi Nohman, 

I hope this message finds you well. As the Digital Construction Lead at Balfour Beatty, you might find our drone mapping solutions beneficial. We’d love for you to visit us at Booth #42 for a live demo and a small gift. 

Looking forward to seeing you there."
Janaki Sundaram,Lead Senior Planner,Skanska Costain STRABAG JV (HS2 Main Works South PH-1),Owner,Join Us for a Live Demo at Booth #42,"Hi Janaki,

I hope this message finds you well. As the Lead Senior Planner at Skanska Costain STRABAG JV, you understand the value of accurate mapping in construction. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy and a small gift.

Looking forward to seeing you there."
Noor Alawi,PhD Researcher,Leeds Beckett University,Owner,Join Us for a Live Demo at Booth #42,"Hi Noor,  
As a PhD Researcher at Leeds Beckett University, your insights into innovative technologies are invaluable. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy’s mapping solutions tailored for construction, plus a small gift. Looking forward to connecting with you.  
Best,  
[Your Name]  
[Your Position]  
DroneDeploy"
Cristina Sánchez Jiménez,BIM Manager and Digital Engineer,Bovis,Other,Join Us for a Live Demo at Booth #42,"Hi Cristina,

As a BIM Manager and Digital Engineer at Bovis, your insights into construction technology are invaluable. We’d love for you to visit our booth #42 for a live demo of DroneDeploy's latest features, along with a small gift as a token of appreciation for your time. 

Looking forward to seeing you there."
Omar Jose Loh Moreno,"Quality, Systems and Technology Director for UK & Ireland",Ferrovial Construction,Builder,Join Us for a Live Demo at Booth #42,"Hi Omar,  
We invite you to visit our booth #42 at the upcoming event for a live demo of DroneDeploy’s solutions tailored for quality and systems in construction. We’d love to share insights and offer you a small gift as a token of our appreciation for your work at Ferrovial Construction.  
Looking forward to seeing you there."
Parisa Shirazi,Director of standards,WorldSkills UK,Other,Join Us for a Live Demo at Booth #42,"Hi Parisa, 

I hope this message finds you well. As the Director of Standards at WorldSkills UK, your insights into skills development are invaluable. We would love to invite you to our booth #42 for a live demo of DroneDeploy’s mapping solutions and a small gift as a token of appreciation. 

Looking forward to seeing you there."
Cristina Ruiz Nolasco,Senior Digital Construction Manager,Sir Robert McAlpine,Builder,Join Us for a Live Demo at Booth #42,"Hi Cristina,

As a Senior Digital Construction Manager at Sir Robert McAlpine, I believe you'll find our drone mapping solutions valuable. We’d love to invite you to visit us at Booth #42 for a live demo and a small gift. It would be a great opportunity to see how our technology can enhance your projects.

Looking forward to seeing you there!"
Jason Whittall,Director,ONE Creative Environments,Other,Join Us at Booth #42 for a Live Demo,"Hi Jason, 

As the Director at ONE Creative Environments, we know you value innovative solutions. We’d love for you to stop by Booth #42 for a live demo of DroneDeploy’s capabilities in drone mapping and reality capture, along with a small gift. 

Looking forward to seeing you there."
Dale Sinclair,"Global MMC Lead, Head of Digital Innovation",WSP,Other,Join Us for a Live Demo at Booth #42,"Hi Dale,

As the Global MMC Lead at WSP, your insights into digital innovation are invaluable. We’d love for you to stop by Booth #42 for a live demo of DroneDeploy's latest solutions tailored for the construction industry, plus a small gift as a token of our appreciation.

Looking forward to seeing you there!"
Pål Janson,Product Solution Manager,Service Works Global,Other,Join Us at Booth #42 for a Live Demo,"Hi Pål, 

As a Product Solution Manager at Service Works Global, your insights into innovative solutions are invaluable. We invite you to visit our booth #42 for a live demo of DroneDeploy’s capabilities in drone mapping and reality capture. We also have a small gift for you as a token of appreciation for your time.

Looking forward to seeing you there."
Jędrzej Pasalski,BIM & Digital Innovation Director,EPR Architects,Other,Join Us at Booth #42 for a Live Demo,"Hi Jędrzej, 

As the BIM & Digital Innovation Director at EPR Architects, we believe you would find great value in our live demo at Booth #42. We’d love to show you how DroneDeploy can enhance your projects. Plus, we have a small gift for you. 

Looking forward to seeing you there!"
Patrick Cope,Account Director,Buildots,Builder,Let's connect at DCW,"```json
{
  ""subject"": ""Join Us at Booth #42 for a Live Demo"",
  ""body"": ""Hi Patrick,  \nAs an Account Director at Buildots, your insights into construction technology are invaluable. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy's capabilities in drone mapping and reality capture. We also have a small gift for you. Looking forward to connecting."",
}
```"
Dan Drogman,CEO and Founder,Smart Spaces,Other,Join Us at Booth #42 for a Live Demo,"Hi Dan,  
As the CEO of Smart Spaces, your insights into innovative technology in the industry are invaluable. We’d love to invite you to visit our booth #42 for a live demo of DroneDeploy’s capabilities in drone mapping and reality capture. We also have a small gift for you as a token of our appreciation. Looking forward to seeing you there."
Jenny McLaughlin,Senior Project Manager – Long Term Growth,Heathrow Airport,Owner,Explore DroneDeploy at Heathrow Airport's Growth Initiatives,"Hi Jenny,

I hope this message finds you well. As a Senior Project Manager focused on Long Term Growth at Heathrow Airport, we believe you would find our live demo at booth #42 particularly insightful for your projects. We’d love to share a small gift and show you how DroneDeploy can enhance your mapping and reality capture processes.

Looking forward to seeing you there."
Jeff Quantrill,"Head of Account Management, Europe",InEight,Other,Join Us at Booth #42 for a Live Demo,"Hi Jeff, 

As the Head of Account Management at InEight, we believe you'd find our drone mapping solutions particularly interesting. We’d love to invite you to visit Booth #42 for a live demo and to pick up a small gift. Looking forward to seeing you there.

Best, 
[Your Name]"
Dan Rossiter,Sector Lead,BSI,Other,Join Us for a Live Demo at Booth #42,"Hi Dan,  
As the Sector Lead at BSI, we believe you would find our drone mapping solutions particularly relevant to your work. We’d love to invite you to visit our booth #42 for a live demo and a small gift. Looking forward to seeing you there.  
Best,  
[Your Name]  
DroneDeploy"
Dan Kilarski-Marlow,Architect,Anotherkind Architecture,Other,Discover DroneDeploy at Booth #42,"Hi Dan,

As an architect at Anotherkind Architecture, I believe you would appreciate the latest advancements in drone mapping and reality capture. We invite you to stop by Booth #42 for a live demo of our technology, along with a small gift. Looking forward to connecting with you.

Best,
[Your Name]"
